,證券代號,證券名稱,外陸資買進股數(不含外資自營商),外陸資賣出股數(不含外資自營商),外陸資買賣超股數(不含外資自營商),外資自營商買進股數,外資自營商賣出股數,外資自營商買賣超股數,投信買進股數,投信賣出股數,投信買賣超股數,自營商買賣超股數,自營商買進股數(自行買賣),自營商賣出股數(自行買賣),自營商買賣超股數(自行買賣),自營商買進股數(避險),自營商賣出股數(避險),自營商買賣超股數(避險),三大法人買賣超股數
234,034751,愛普元大13購01,0,0,0,0,0,0,0,0,0,612000,0,0,0,960000,348000,612000,612000
235,037413,台表科元富12購04,0,0,0,0,0,0,0,0,0,611000,0,0,0,690000,79000,611000,611000
236,031122,聯電統一0C購01,0,0,0,0,0,0,0,0,0,610000,0,0,0,1219000,609000,610000,610000
237,088611,華碩永豐09購02,0,0,0,0,0,0,0,0,0,610000,0,0,0,610000,0,610000,610000
238,00708L,期元大S&P黃金正2,7000,0,7000,0,0,0,0,0,0,602000,0,0,0,1377000,775000,602000,609000
239,084008,聯電統一09購08,0,0,0,0,0,0,0,0,0,609000,0,0,0,760000,151000,609000,609000
240,085625,SGBR2X凱基08購02,0,0,0,0,0,0,0,0,0,605000,0,0,0,605000,0,605000,605000
241,038395,巨大元大14購01,0,0,0,0,0,0,0,0,0,603000,0,0,0,654000,51000,603000,603000
242,035433,聯詠元大0B購05,0,0,0,0,0,0,0,0,0,602000,0,0,0,689000,87000,602000,602000
243,031209,聯電凱基0A購08,0,0,0,0,0,0,0,0,0,601000,0,0,0,872000,271000,601000,601000
244,032902,矽創統一0C購02,1000,20000,-19000,0,0,0,0,0,0,619000,0,0,0,1313000,694000,619000,600000
245,039738,晶技國泰13購01,0,0,0,0,0,0,0,0,0,598000,0,0,0,598000,0,598000,598000
246,082558,聯電統一09購02,0,0,0,0,0,0,0,0,0,597000,0,0,0,607000,10000,597000,597000
247,036133,健和興凱基11購01,0,0,0,0,0,0,0,0,0,596000,0,0,0,694000,98000,596000,596000
248,038842,聯發科麥證14購01,0,0,0,606000,10000,596000,0,0,0,596000,0,0,0,606000,10000,596000,596000
249,038401,盛餘凱基11購01,0,0,0,0,0,0,0,0,0,592000,0,0,0,647000,55000,592000,592000
250,088551,台灣50凱基0A購03,0,0,0,0,0,0,0,0,0,589000,0,0,0,1591000,1002000,589000,589000
251,036966,台積電國泰16購01,0,0,0,0,0,0,0,0,0,589000,0,0,0,835000,246000,589000,589000
252,031569,中鋼凱基14購02,0,0,0,0,0,0,0,0,0,588000,0,0,0,691000,103000,588000,588000
253,088065,矽格元大09購01,0,0,0,0,0,0,0,0,0,588000,0,0,0,772000,184000,588000,588000
254,084184,T50正2元大0A購05,0,0,0,0,0,0,0,0,0,586000,0,0,0,611000,25000,586000,586000
255,088930,友達統一09購03,0,0,0,0,0,0,0,0,0,584000,0,0,0,663000,79000,584000,584000
256,037753,大成鋼國泰13購02,0,0,0,0,0,0,0,0,0,583000,0,0,0,583000,0,583000,583000
257,081709,聯電統一08購05,0,0,0,0,0,0,0,0,0,582000,0,0,0,592000,10000,582000,582000
258,3653,健策,1044000,658100,385900,0,0,0,234000,2000,232000,-36197,42590,76204,-33614,113695,116278,-2583,581703
259,082476,聯電統一08購07,0,0,0,0,0,0,0,0,0,580000,0,0,0,590000,10000,580000,580000
260,034666,台玻凱基0B購03,0,0,0,0,0,0,0,0,0,580000,0,0,0,580000,0,580000,580000
261,039021,台光電兆豐11購01,0,0,0,0,0,0,0,0,0,580000,0,0,0,580000,0,580000,580000
262,079023,聯電元大08購03,0,0,0,0,0,0,0,0,0,579000,0,0,0,579000,0,579000,579000
263,038610,同欣電群益11購01,0,0,0,0,0,0,0,0,0,576000,0,0,0,606000,30000,576000,576000
264,9914,美利達,1287637,805000,482637,0,0,0,93000,0,93000,-539,47560,38000,9560,8901,19000,-10099,575098
265,035634,中鋼富邦13購03,0,0,0,0,0,0,0,0,0,574000,0,0,0,1395000,821000,574000,574000
266,030536,威盛凱基0A購01,0,0,0,0,0,0,0,0,0,570000,0,0,0,623000,53000,570000,570000
267,031980,亞聚群益0B購01,0,0,0,0,0,0,0,0,0,570000,0,0,0,570000,0,570000,570000
268,040081,宇隆國票12購01,0,0,0,0,0,0,0,0,0,569000,0,0,0,937000,368000,569000,569000
269,035674,裕民第一15購01,0,0,0,0,0,0,0,0,0,567000,0,0,0,678000,111000,567000,567000
270,034687,允強群益0B購02,0,0,0,0,0,0,0,0,0,566000,0,0,0,569000,3000,566000,566000
271,03744C,玉山金富邦13牛01,0,0,0,0,0,0,0,0,0,566000,0,0,0,566000,0,566000,566000
272,036147,允強元大12購01,0,0,0,0,0,0,0,0,0,565000,0,0,0,629000,64000,565000,565000
273,020022,元大電動車N,1000,0,1000,0,0,0,0,0,0,561000,0,0,0,1485000,924000,561000,562000
274,034308,長榮航永豐0B購02,0,0,0,0,0,0,0,0,0,561000,0,0,0,591000,30000,561000,561000
275,035552,裕民統一0C購04,0,0,0,0,0,0,0,0,0,560000,0,0,0,612000,52000,560000,560000
276,084832,聯發科統一0A購03,0,0,0,0,0,0,0,0,0,560000,0,0,0,580000,20000,560000,560000
277,031768,中鋼統一0C購05,0,0,0,0,0,0,0,0,0,559000,0,0,0,593000,34000,559000,559000
278,087578,中興電元大11購01,0,0,0,0,0,0,0,0,0,558000,0,0,0,578000,20000,558000,558000
279,039080,景碩元大11購05,0,0,0,0,0,0,0,0,0,557000,0,0,0,1113000,556000,557000,557000
280,07339P,欣興元富0C售01,0,0,0,0,0,0,0,0,0,557000,0,0,0,863000,306000,557000,557000
281,033241,華碩元大12購01,0,0,0,0,0,0,0,0,0,553000,0,0,0,560000,7000,553000,553000
282,039256,凌陽群益11購02,0,0,0,0,0,0,0,0,0,550000,0,0,0,550000,0,550000,550000
283,038225,台郡國泰13購01,0,0,0,0,0,0,0,0,0,550000,0,0,0,758000,208000,550000,550000
284,088636,海悅國票0A購03,0,0,0,0,0,0,0,0,0,549000,0,0,0,573000,24000,549000,549000
285,030957,南紡元大0A購01,0,0,0,0,0,0,0,0,0,548000,0,0,0,562000,14000,548000,548000
286,030914,矽創凱基0A購02,0,0,0,0,0,0,0,0,0,547000,0,0,0,605000,58000,547000,547000
287,00861,元大全球未來通訊,833000,1000,832000,0,0,0,0,0,0,-285000,0,0,0,224000,509000,-285000,547000
288,036541,聯成康和11購01,0,0,0,0,0,0,0,0,0,547000,0,0,0,840000,293000,547000,547000
289,030493,惠特永豐0A購01,0,0,0,0,0,0,0,0,0,546000,0,0,0,945000,399000,546000,546000
290,032622,臺股指元大0C購06,0,0,0,0,0,0,0,0,0,546000,0,0,0,1085000,539000,546000,546000
291,036322,GIS統一12購01,0,0,0,0,0,0,0,0,0,545000,0,0,0,565000,20000,545000,545000
292,037477,威鋒電國泰12購02,0,0,0,0,0,0,0,0,0,544000,0,0,0,607000,63000,544000,544000
293,00712,FH富時不動產,814150,4000,810150,0,0,0,0,0,0,-268436,0,0,0,141000,409436,-268436,541714
294,036731,日月光凱基12購01,0,0,0,0,0,0,0,0,0,541000,0,0,0,543000,2000,541000,541000
295,040171,同欣電元大11購07,0,0,0,0,0,0,0,0,0,541000,0,0,0,541000,0,541000,541000
296,07136P,宏碁凱基0B售01,0,0,0,0,0,0,0,0,0,541000,0,0,0,578000,37000,541000,541000
297,034560,鴻海國泰11購03,0,0,0,0,0,0,0,0,0,538000,0,0,0,538000,0,538000,538000
298,040204,致新凱基12購01,0,0,0,0,0,0,0,0,0,538000,0,0,0,556000,18000,538000,538000
299,085168,群創凱基0C購01,0,0,0,0,0,0,0,0,0,537000,0,0,0,537000,0,537000,537000
300,039266,永豐餘凱基11購02,0,0,0,0,0,0,0,0,0,537000,0,0,0,552000,15000,537000,537000
301,086072,臺股指統一0A購01,0,0,0,0,0,0,0,0,0,535000,0,0,0,540000,5000,535000,535000
302,030794,威盛凱基0B購01,0,0,0,0,0,0,0,0,0,534000,0,0,0,534000,0,534000,534000
303,039202,景碩元大11購06,0,0,0,0,0,0,0,0,0,533000,0,0,0,741000,208000,533000,533000
304,084734,台積電元大0B購01,0,0,0,0,0,0,0,0,0,532000,0,0,0,532000,0,532000,532000
305,033515,中鋼台新0B購01,0,0,0,0,0,0,0,0,0,531000,0,0,0,531000,0,531000,531000
306,06468P,大成鋼元富09售01,0,0,0,0,0,0,0,0,0,530000,0,0,0,530000,0,530000,530000
307,038419,盛餘國泰13購01,0,10000,-10000,0,0,0,0,0,0,538000,0,0,0,546000,8000,538000,528000
308,033568,富邦金永豐0B購01,0,0,0,0,0,0,0,0,0,526000,0,0,0,725000,199000,526000,526000
309,031507,友達元大0A購08,0,0,0,0,0,0,0,0,0,525000,0,0,0,525000,0,525000,525000
310,035512,華夏永豐0B購01,0,0,0,0,0,0,0,0,0,524000,0,0,0,524000,0,524000,524000
311,089395,聯電凱基0A購05,0,0,0,0,0,0,0,0,0,522000,0,0,0,609000,87000,522000,522000
312,035920,順德統一11購01,0,0,0,0,0,0,0,0,0,520000,0,0,0,530000,10000,520000,520000
313,033564,鴻準永豐0B購02,0,0,0,0,0,0,0,0,0,520000,0,0,0,520000,0,520000,520000
314,085458,聯詠元富09購03,0,0,0,0,0,0,0,0,0,519000,0,0,0,519000,0,519000,519000
315,035757,嘉晶元富13購01,0,0,0,0,0,0,0,0,0,518000,0,0,0,695000,177000,518000,518000
316,036391,榮成國泰12購01,0,0,0,0,0,0,0,0,0,518000,0,0,0,618000,100000,518000,518000
317,038088,允強永豐11購01,0,0,0,0,0,0,0,0,0,518000,0,0,0,534000,16000,518000,518000
318,034525,大成鋼康和12購01,0,0,0,0,0,0,0,0,0,512000,0,0,0,513000,1000,512000,512000
319,035797,台表科永豐0B購01,0,0,0,0,0,0,0,0,0,511000,0,0,0,840000,329000,511000,511000
320,030111,群創永豐0A購02,0,0,0,0,0,0,0,0,0,510000,0,0,0,520000,10000,510000,510000
321,088599,臺股指日盛0C購01,0,0,0,0,0,0,0,0,0,510000,0,0,0,520000,10000,510000,510000
322,037967,華通富邦13購01,0,0,0,0,0,0,0,0,0,510000,0,0,0,594000,84000,510000,510000
323,040034,晶心科凱基11購01,0,0,0,0,0,0,0,0,0,509000,0,0,0,613000,104000,509000,509000
324,3605,宏致,1216000,708000,508000,0,0,0,0,0,0,0,0,0,0,0,0,0,508000
325,2399,映泰,1157000,650000,507000,0,0,0,0,0,0,0,0,0,0,0,0,0,507000
326,2520,冠德,1014000,649000,365000,0,0,0,0,0,0,141600,138000,12000,126000,34000,18400,15600,506600
327,037433,可成富邦0C購01,0,0,0,0,0,0,0,0,0,505000,0,0,0,521000,16000,505000,505000
328,038458,春源元富12購02,0,0,0,0,0,0,0,0,0,505000,0,0,0,505000,0,505000,505000
329,031411,華紙凱基0A購02,0,0,0,0,0,0,0,0,0,503000,0,0,0,654000,151000,503000,503000
330,087401,聯詠元大0B購01,0,0,0,0,0,0,0,0,0,501000,0,0,0,1283000,782000,501000,501000
331,036309,台玻統一11購05,0,0,0,0,0,0,0,0,0,501000,0,0,0,531000,30000,501000,501000
332,032829,中鋼富邦0A購05,0,0,0,0,0,0,0,0,0,500000,0,0,0,522000,22000,500000,500000
333,086929,海悅元大09購01,0,0,0,0,0,0,0,0,0,500000,0,0,0,514000,14000,500000,500000
334,034510,新光金凱基0B購02,0,0,0,0,0,0,0,0,0,500000,0,0,0,500000,0,500000,500000
335,030491,力成永豐0A購01,0,0,0,0,0,0,0,0,0,499000,0,0,0,899000,400000,499000,499000
336,087807,中壽兆豐09購01,0,0,0,0,0,0,0,0,0,499000,0,0,0,499000,0,499000,499000
337,084305,長興凱基08購01,0,0,0,0,0,0,0,0,0,499000,0,0,0,499000,0,499000,499000
338,078266,道瓊反國票08購02,0,0,0,0,0,0,0,0,0,499000,0,0,0,499000,0,499000,499000
339,080544,大立光統一0A購01,0,0,0,0,0,0,0,0,0,499000,0,0,0,499000,0,499000,499000
340,07482P,台聚元富14售05,0,0,0,0,0,0,0,0,0,499000,0,0,0,499000,0,499000,499000
341,037206,台表科凱基0C購01,0,0,0,0,0,0,0,0,0,498000,0,0,0,973000,475000,498000,498000
342,039122,順德兆豐11購01,0,0,0,0,0,0,0,0,0,498000,0,0,0,694000,196000,498000,498000
343,07509P,南電群益11售01,0,0,0,0,0,0,0,0,0,497000,0,0,0,598000,101000,497000,497000
344,032626,大亞統一0C購04,0,0,0,0,0,0,0,0,0,496000,0,0,0,506000,10000,496000,496000
345,089425,農林永豐09購01,0,0,0,0,0,0,0,0,0,495000,0,0,0,585000,90000,495000,495000
346,088830,惠特元大0B購01,0,0,0,0,0,0,0,0,0,495000,0,0,0,554000,59000,495000,495000
347,035653,大亞國泰12購01,0,0,0,0,0,0,0,0,0,494000,0,0,0,494000,0,494000,494000
348,034521,大立光元富0B購02,0,0,0,0,0,0,0,0,0,494000,0,0,0,495000,1000,494000,494000
349,038361,台泥富邦13購01,0,0,0,0,0,0,0,0,0,493000,0,0,0,617000,124000,493000,493000
350,081719,創意統一09購05,0,0,0,0,0,0,0,0,0,489000,0,0,0,499000,10000,489000,489000
351,038180,燁輝永豐11購02,0,0,0,0,0,0,0,0,0,489000,0,0,0,560000,71000,489000,489000
352,088379,巨大國票0A購01,0,0,0,0,0,0,0,0,0,488000,0,0,0,639000,151000,488000,488000
353,038420,盛餘國泰13購02,0,0,0,0,0,0,0,0,0,488000,0,0,0,506000,18000,488000,488000
354,032729,台塑凱基0B購02,0,0,0,0,0,0,0,0,0,486000,0,0,0,556000,70000,486000,486000
355,088078,聯詠統一0B購06,0,0,0,0,0,0,0,0,0,486000,0,0,0,572000,86000,486000,486000
356,038234,新光鋼元大11購02,0,0,0,0,0,0,0,0,0,485000,0,0,0,615000,130000,485000,485000
357,032768,永光元大0C購01,0,0,0,0,0,0,0,0,0,484000,0,0,0,489000,5000,484000,484000
358,036916,允強麥證11購01,0,0,0,514000,30000,484000,0,0,0,483000,0,0,0,514000,31000,483000,483000
359,033967,榮成凱基0C購01,0,0,0,0,0,0,0,0,0,482000,0,0,0,591000,109000,482000,482000
360,030860,光磊永豐0A購01,0,0,0,0,0,0,0,0,0,481000,0,0,0,732000,251000,481000,481000
361,2430,燦坤,540000,59000,481000,0,0,0,0,0,0,0,0,0,0,0,0,0,481000
362,4414,如興,664000,185000,479000,0,0,0,0,0,0,0,0,0,0,0,0,0,479000
363,033555,台航中信0B購01,0,0,0,0,0,0,0,0,0,478000,0,0,0,660000,182000,478000,478000
364,089020,智易元大0C購01,0,0,0,0,0,0,0,0,0,477000,0,0,0,561000,84000,477000,477000
365,2464,盟立,515000,40000,475000,0,0,0,0,0,0,1000,0,0,0,1000,0,1000,476000
366,035231,允強永豐0B購02,0,0,0,0,0,0,0,0,0,475000,0,0,0,513000,38000,475000,475000
367,081051,寶齡國票0A購01,0,0,0,0,0,0,0,0,0,474000,0,0,0,474000,0,474000,474000
368,082639,聯電富邦09購02,0,0,0,0,0,0,0,0,0,473000,0,0,0,473000,0,473000,473000
369,039260,億光兆豐14購01,0,0,0,0,0,0,0,0,0,473000,0,0,0,628000,155000,473000,473000
370,040316,同欣電凱基14購01,0,0,0,0,0,0,0,0,0,473000,0,0,0,534000,61000,473000,473000
371,030153,義隆富邦0B購01,0,0,0,0,0,0,0,0,0,470000,0,0,0,660000,190000,470000,470000
372,086359,力成元大09購01,0,0,0,0,0,0,0,0,0,469000,0,0,0,481000,12000,469000,469000
373,035784,裕民國泰12購01,0,0,0,0,0,0,0,0,0,469000,0,0,0,527000,58000,469000,469000
374,032736,榮成凱基13購01,0,0,0,0,0,0,0,0,0,468000,0,0,0,677000,209000,468000,468000
375,036437,日月光凱基11購01,0,0,0,0,0,0,0,0,0,468000,0,0,0,503000,35000,468000,468000
376,037557,威盛元富13購02,0,0,0,0,0,0,0,0,0,468000,0,0,0,468000,0,468000,468000
377,039875,中壽國泰13購01,0,0,0,0,0,0,0,0,0,468000,0,0,0,531000,63000,468000,468000
378,038817,台積電元大14購01,0,0,0,0,0,0,0,0,0,468000,0,0,0,689000,221000,468000,468000
379,030247,超豐永豐0A購01,0,0,0,0,0,0,0,0,0,467000,0,0,0,716000,249000,467000,467000
380,034065,台玻富邦13購01,0,0,0,0,0,0,0,0,0,467000,0,0,0,490000,23000,467000,467000
381,034961,聯成元大0B購03,0,0,0,0,0,0,0,0,0,465000,0,0,0,465000,0,465000,465000
382,6552,易華電,601000,682000,-81000,0,0,0,543000,0,543000,0,0,0,0,0,0,0,462000
383,036996,聯茂統一0C購01,0,0,0,0,0,0,0,0,0,460000,0,0,0,560000,100000,460000,460000
384,089249,國喬統一0A購01,0,0,0,0,0,0,0,0,0,460000,0,0,0,460000,0,460000,460000
385,035617,聯成國票0C購01,0,0,0,0,0,0,0,0,0,459000,0,0,0,459000,0,459000,459000
386,030437,聯德元大0A購02,0,0,0,0,0,0,0,0,0,458000,0,0,0,573000,115000,458000,458000
387,06387P,祥碩國票08售01,0,0,0,0,0,0,0,0,0,456000,0,0,0,699000,243000,456000,456000
388,040203,愛普凱基13購01,0,0,0,0,0,0,0,0,0,455000,0,0,0,457000,2000,455000,455000
389,037398,偉詮電凱基0C購02,0,0,0,0,0,0,0,0,0,454000,0,0,0,491000,37000,454000,454000
390,030440,捷敏元大0A購01,0,0,0,0,0,0,0,0,0,452000,0,0,0,472000,20000,452000,452000
391,037600,春源元大0C購01,0,0,0,0,0,0,0,0,0,452000,0,0,0,475000,23000,452000,452000
392,037132,矽創元大0C購05,0,0,0,0,0,0,0,0,0,450000,0,0,0,514000,64000,450000,450000
393,04546P,立積元富0A售04,0,0,0,0,0,0,0,0,0,450000,0,0,0,450000,0,450000,450000
394,035086,春源凱基11購01,0,0,0,0,0,0,0,0,0,448000,0,0,0,456000,8000,448000,448000
395,034227,中石化康和11購01,0,0,0,0,0,0,0,0,0,447000,0,0,0,707000,260000,447000,447000
396,034573,T50正2凱基0C購01,0,0,0,0,0,0,0,0,0,446000,0,0,0,478000,32000,446000,446000
397,038308,允強群益11購02,0,0,0,0,0,0,0,0,0,445000,0,0,0,447000,2000,445000,445000
398,1434,福懋,2051576,1824000,227576,0,0,0,588000,0,588000,-371001,0,1,-1,0,371000,-371000,444575
399,033830,鴻海國泰11購01,0,0,0,0,0,0,0,0,0,443000,0,0,0,783000,340000,443000,443000
400,033054,光罩永豐0A購03,0,0,0,0,0,0,0,0,0,442000,0,0,0,2645000,2203000,442000,442000
401,034348,威盛元富12購01,0,0,0,0,0,0,0,0,0,442000,0,0,0,606000,164000,442000,442000
402,038655,景碩中信12購01,0,0,0,0,0,0,0,0,0,441000,0,0,0,805000,364000,441000,441000
403,037349,開發金兆豐0C購01,0,0,0,0,0,0,0,0,0,440000,0,0,0,450000,10000,440000,440000
404,06357P,南電國泰0A售01,0,0,0,0,0,0,0,0,0,440000,0,0,0,520000,80000,440000,440000
405,039862,盛群國票12購02,0,0,0,0,0,0,0,0,0,437000,0,0,0,516000,79000,437000,437000
406,038752,榮成國泰13購01,0,0,0,0,0,0,0,0,0,435000,0,0,0,435000,0,435000,435000
407,05626P,滬深2X凱基08售04,0,0,0,0,0,0,0,0,0,432000,0,0,0,432000,0,432000,432000
408,038436,盛餘元大11購01,0,0,0,0,0,0,0,0,0,431000,0,0,0,479000,48000,431000,431000
409,037815,臺股指元大13購07,0,0,0,0,0,0,0,0,0,430000,0,0,0,430000,0,430000,430000
410,030902,聯電凱基0A購07,0,0,0,0,0,0,0,0,0,428000,0,0,0,717000,289000,428000,428000
411,039048,潤泰全群益11購01,0,0,0,0,0,0,0,0,0,428000,0,0,0,508000,80000,428000,428000
412,089788,申豐凱基0B購02,0,0,0,0,0,0,0,0,0,428000,0,0,0,453000,25000,428000,428000
413,031863,聯成凱基0B購01,0,0,0,0,0,0,0,0,0,426000,0,0,0,426000,0,426000,426000
414,083631,聯發科凱基0A購02,0,0,0,0,0,0,0,0,0,426000,0,0,0,434000,8000,426000,426000
415,07357P,欣興凱基0C售06,0,0,0,0,0,0,0,0,0,426000,0,0,0,517000,91000,426000,426000
416,030958,南紡元大0C購01,0,0,0,0,0,0,0,0,0,424000,0,0,0,435000,11000,424000,424000
417,033076,健策凱基0A購01,0,0,0,0,0,0,0,0,0,424000,0,0,0,641000,217000,424000,424000
418,040157,億光元大11購03,0,0,0,0,0,0,0,0,0,424000,0,0,0,446000,22000,424000,424000
419,038109,春源凱基11購02,0,0,0,0,0,0,0,0,0,423000,0,0,0,423000,0,423000,423000
420,06984P,智邦元大0A售03,0,0,0,0,0,0,0,0,0,422000,0,0,0,698000,276000,422000,422000
421,032857,光罩群益0B購01,0,0,0,0,0,0,0,0,0,421000,0,0,0,594000,173000,421000,421000
422,036782,欣興統一0C購02,0,0,0,0,0,0,0,0,0,420000,0,0,0,811000,391000,420000,420000
423,031758,百和凱基12購01,0,0,0,0,0,0,0,0,0,419000,0,0,0,433000,14000,419000,419000
424,036386,長榮航富邦12購01,0,0,0,0,0,0,0,0,0,419000,0,0,0,419000,0,419000,419000
425,06680P,南電國票0A售03,0,0,0,0,0,0,0,0,0,419000,0,0,0,420000,1000,419000,419000
426,033139,健和興元大0A購01,0,0,0,0,0,0,0,0,0,418000,0,0,0,497000,79000,418000,418000
427,031068,聯詠元大0A購05,0,0,0,0,0,0,0,0,0,418000,0,0,0,3084000,2666000,418000,418000
428,038440,宇隆元大11購01,0,0,0,0,0,0,0,0,0,418000,0,0,0,1324000,906000,418000,418000
429,036215,大成鋼國泰14購01,0,0,0,0,0,0,0,0,0,417000,0,0,0,500000,83000,417000,417000
430,00648R,元大S&P500反1,10000,7000,3000,0,0,0,0,0,0,413000,0,0,0,473000,60000,413000,416000
431,4142,國光生,981000,547000,434000,0,0,0,0,0,0,-18000,33000,33000,0,0,18000,-18000,416000
432,034929,華新科國泰11購02,0,0,0,0,0,0,0,0,0,415000,0,0,0,501000,86000,415000,415000
433,035991,台聚國泰12購01,0,0,0,0,0,0,0,0,0,412000,0,0,0,412000,0,412000,412000
434,035590,泰豐元大0B購02,0,0,0,0,0,0,0,0,0,410000,0,0,0,510000,100000,410000,410000
435,083790,廣宇統一09購04,0,0,0,0,0,0,0,0,0,410000,0,0,0,410000,0,410000,410000
436,034240,大成鋼統一0C購03,0,0,0,0,0,0,0,0,0,410000,0,0,0,581000,171000,410000,410000
437,039013,景碩永豐11購02,0,0,0,0,0,0,0,0,0,410000,0,0,0,1750000,1340000,410000,410000
438,089022,立積元大09購07,0,0,0,0,0,0,0,0,0,410000,0,0,0,410000,0,410000,410000
439,038762,聚鼎中信11購01,0,0,0,0,0,0,0,0,0,409000,0,0,0,410000,1000,409000,409000
440,037138,瑞昱統一12購01,0,0,0,0,0,0,0,0,0,408000,0,0,0,695000,287000,408000,408000
441,032588,大成鋼元大12購01,0,0,0,0,0,0,0,0,0,407000,0,0,0,407000,0,407000,407000
442,033812,國泰金元富0B購03,0,0,0,0,0,0,0,0,0,407000,0,0,0,437000,30000,407000,407000
443,2845,遠東銀,925000,518000,407000,0,0,0,0,0,0,0,0,0,0,0,0,0,407000
444,037339,群創麥證15購01,0,0,0,411000,5000,406000,0,0,0,406000,0,0,0,411000,5000,406000,406000
445,07002P,欣興元大0B售01,0,0,0,0,0,0,0,0,0,406000,0,0,0,529000,123000,406000,406000
446,031570,大成鋼凱基0A購03,0,0,0,0,0,0,0,0,0,405000,0,0,0,457000,52000,405000,405000
447,030889,台灣50凱基0C購05,0,0,0,0,0,0,0,0,0,405000,0,0,0,436000,31000,405000,405000
448,086430,惠特富邦0B購01,0,0,0,0,0,0,0,0,0,403000,0,0,0,416000,13000,403000,403000
449,036902,聯詠元大11購03,0,0,0,0,0,0,0,0,0,403000,0,0,0,460000,57000,403000,403000
450,033084,矽創統一0A購02,0,0,0,0,0,0,0,0,0,402000,0,0,0,3281000,2879000,402000,402000
451,035079,長榮第一15購03,0,0,0,0,0,0,0,0,0,402000,0,0,0,425000,23000,402000,402000
452,082363,祥碩中信09購01,0,0,0,0,0,0,0,0,0,402000,0,0,0,402000,0,402000,402000
453,031748,威盛凱基12購01,0,0,0,0,0,0,0,0,0,401000,0,0,0,477000,76000,401000,401000
454,034187,新光鋼元大0B購03,0,0,0,0,0,0,0,0,0,401000,0,0,0,641000,240000,401000,401000
455,06676P,南電群益09售04,0,0,0,0,0,0,0,0,0,401000,0,0,0,421000,20000,401000,401000
456,080633,寶齡元大09購01,0,0,0,0,0,0,0,0,0,400000,0,0,0,531000,131000,400000,400000
457,078294,嘉聯益國票08購01,0,0,0,0,0,0,0,0,0,400000,0,0,0,400000,0,400000,400000
458,037675,景碩兆豐12購01,0,0,0,0,0,0,0,0,0,400000,0,0,0,400000,0,400000,400000
459,06177P,臺股指元大0B售04,0,0,0,0,0,0,0,0,0,400000,0,0,0,400000,0,400000,400000
460,038193,GIS永豐11購01,0,0,0,0,0,0,0,0,0,400000,0,0,0,400000,0,400000,400000
461,07345P,臺股指群益0C售12,0,0,0,0,0,0,0,0,0,400000,0,0,0,400000,0,400000,400000
462,031968,王品元大0A購02,0,0,0,0,0,0,0,0,0,399000,0,0,0,406000,7000,399000,399000
463,031486,新纖元大0C購01,0,0,0,0,0,0,0,0,0,399000,0,0,0,424000,25000,399000,399000
464,030046,興富發元大12購01,0,0,0,0,0,0,0,0,0,399000,0,0,0,404000,5000,399000,399000
465,035349,新纖國泰11購01,0,0,0,0,0,0,0,0,0,399000,0,0,0,611000,212000,399000,399000
466,038670,南茂永豐11購01,0,0,0,0,0,0,0,0,0,399000,0,0,0,696000,297000,399000,399000
467,037544,威鋒電元大14購01,0,0,0,0,0,0,0,0,0,398000,0,0,0,665000,267000,398000,398000
468,039597,鴻海富邦11購02,0,0,0,0,0,0,0,0,0,398000,0,0,0,398000,0,398000,398000
469,037129,台表科元大11購02,0,0,0,0,0,0,0,0,0,396000,0,0,0,541000,145000,396000,396000
470,030271,華晶科統一0B購01,0,0,0,0,0,0,0,0,0,395000,0,0,0,405000,10000,395000,395000
471,035974,緯穎元大0C購01,0,0,0,0,0,0,0,0,0,395000,0,0,0,395000,0,395000,395000
472,034568,群創國泰11購02,0,0,0,0,0,0,0,0,0,395000,0,0,0,398000,3000,395000,395000
473,034535,台玻統一11購04,0,0,0,0,0,0,0,0,0,395000,0,0,0,587000,192000,395000,395000
474,035011,聯德元大0B購01,0,0,0,0,0,0,0,0,0,395000,0,0,0,411000,16000,395000,395000
475,084694,台積電統一0B購06,0,0,0,0,0,0,0,0,0,394000,0,0,0,394000,0,394000,394000
476,038365,強茂富邦13購01,0,0,0,0,0,0,0,0,0,394000,0,0,0,398000,4000,394000,394000
477,083689,同欣電統一09購04,0,0,0,0,0,0,0,0,0,393000,0,0,0,501000,108000,393000,393000
478,039103,智原麥證12購01,0,0,0,882000,489000,393000,0,0,0,393000,0,0,0,882000,489000,393000,393000
479,089366,聯詠元大09購14,0,0,0,0,0,0,0,0,0,392000,0,0,0,392000,0,392000,392000
480,081135,中纖凱基08購02,0,0,0,0,0,0,0,0,0,391000,0,0,0,391000,0,391000,391000
481,038823,景碩元大11購03,0,0,0,0,0,0,0,0,0,390000,0,0,0,576000,186000,390000,390000
